Date,Open,High,Low,Close,Adj Close,Volume
2023-08-16,2556.649902,2582.149902,2550.649902,2574.899902,2565.835693,87871
2023-08-17,2568.000000,2577.949951,2532.199951,2537.750000,2528.816650,139614
2023-08-18,2532.000000,2577.000000,2508.500000,2556.699951,2547.699951,1144311
2023-08-21,2531.000000,2554.899902,2513.550049,2518.250000,2518.250000,156076
2023-08-22,2518.250000,2537.449951,2498.550049,2519.000000,2519.000000,115990
2023-08-23,2527.949951,2542.399902,2518.050049,2523.149902,2523.149902,157329
2023-08-24,2542.000000,2542.000000,2471.600098,2478.649902,2478.649902,302604
2023-08-25,2454.000000,2505.000000,2443.949951,2469.949951,2469.949951,1212903
2023-08-28,2474.000000,2483.500000,2432.000000,2442.550049,2442.550049,349403
2023-08-29,2447.000000,2452.149902,2408.449951,2420.250000,2420.250000,220154
2023-08-30,2430.300049,2443.250000,2415.050049,2418.300049,2418.300049,923878
2023-08-31,2420.050049,2425.899902,2400.000000,2406.899902,2406.899902,241991
2023-09-01,2408.000000,2425.699951,2401.300049,2413.050049,2413.050049,723207
2023-09-04,2410.050049,2423.000000,2406.000000,2410.149902,2410.149902,243913
2023-09-05,2418.250000,2433.949951,2411.000000,2423.949951,2423.949951,201719
2023-09-06,2422.949951,2436.000000,2418.000000,2428.100098,2428.100098,175250
2023-09-07,2425.850098,2438.000000,2411.399902,2431.500000,2431.500000,101108
2023-09-08,2436.399902,2455.649902,2423.399902,2449.050049,2449.050049,445328
2023-09-11,2455.949951,2476.000000,2452.050049,2474.399902,2474.399902,366596
2023-09-12,2489.699951,2489.699951,2435.199951,2437.949951,2437.949951,157057
2023-09-13,2443.550049,2462.500000,2415.600098,2452.750000,2452.750000,142946
2023-09-14,2456.350098,2465.000000,2445.000000,2451.100098,2451.100098,231443
2023-09-15,2466.050049,2467.100098,2449.600098,2460.050049,2460.050049,126487
2023-09-18,2442.000000,2451.550049,2432.600098,2436.000000,2436.000000,139331
2023-09-20,2422.949951,2426.399902,2361.600098,2382.100098,2382.100098,2533477
2023-09-21,2379.949951,2390.000000,2359.000000,2364.550049,2364.550049,358113
2023-09-22,2368.149902,2383.649902,2350.000000,2354.050049,2354.050049,367560
2023-09-25,2353.850098,2359.899902,2335.800049,2340.050049,2340.050049,191151
2023-09-26,2343.699951,2350.000000,2336.100098,2341.550049,2341.550049,139096
2023-09-27,2349.000000,2371.699951,2339.000000,2369.100098,2369.100098,248130
2023-09-28,2384.000000,2384.000000,2325.649902,2334.000000,2334.000000,314683
2023-09-29,2347.949951,2369.500000,2334.100098,2346.500000,2346.500000,152169
2023-10-03,2337.000000,2337.000000,2316.000000,2318.250000,2318.250000,266890
2023-10-04,2312.000000,2318.699951,2295.149902,2314.300049,2314.300049,269205
2023-10-05,2325.000000,2329.000000,2310.000000,2313.850098,2313.850098,194952
2023-10-06,2322.949951,2325.000000,2312.000000,2317.899902,2317.899902,356117
2023-10-09,2309.949951,2312.550049,2295.000000,2297.750000,2297.750000,96352
2023-10-10,2305.050049,2317.899902,2303.449951,2308.550049,2308.550049,87798
2023-10-11,2314.899902,2349.500000,2314.000000,2345.000000,2345.000000,1384096
2023-10-12,2347.649902,2359.000000,2338.050049,2348.850098,2348.850098,308005
2023-10-13,2342.899902,2358.000000,2330.000000,2350.699951,2350.699951,686714
2023-10-16,2348.000000,2354.000000,2336.000000,2342.899902,2342.899902,208827
2023-10-17,2352.449951,2360.000000,2342.000000,2355.600098,2355.600098,135643
2023-10-18,2355.250000,2367.149902,2320.199951,2323.600098,2323.600098,260837
2023-10-19,2314.949951,2321.399902,2301.550049,2305.550049,2305.550049,590336
2023-10-20,2302.449951,2314.800049,2296.050049,2299.149902,2299.149902,474553
2023-10-23,2292.000000,2306.699951,2254.250000,2262.649902,2262.649902,250465
2023-10-25,2252.949951,2281.500000,2242.399902,2258.000000,2258.000000,217481
2023-10-26,2257.949951,2258.000000,2221.050049,2226.199951,2226.199951,682499
2023-10-27,2242.000000,2274.050049,2236.050049,2265.250000,2265.250000,793186
2023-10-30,2283.949951,2324.600098,2272.000000,2311.350098,2311.350098,271749
2023-10-31,2332.949951,2332.949951,2282.800049,2288.550049,2288.550049,146839
2023-11-01,2289.899902,2317.500000,2275.250000,2296.649902,2296.649902,263097
2023-11-02,2309.000000,2324.000000,2306.500000,2319.850098,2319.850098,84609
2023-11-03,2328.649902,2335.000000,2314.899902,2319.050049,2319.050049,813331
2023-11-06,2334.949951,2340.000000,2326.050049,2339.050049,2339.050049,326958
2023-11-07,2337.750000,2339.449951,2320.000000,2324.199951,2324.199951,205366
2023-11-08,2333.699951,2341.000000,2322.600098,2336.600098,2336.600098,317763
2023-11-09,2330.550049,2336.550049,2305.000000,2310.649902,2310.649902,211600
2023-11-10,2308.000000,2317.000000,2298.149902,2314.300049,2314.300049,499796
2023-11-13,2325.000000,2325.000000,2311.649902,2314.300049,2314.300049,127884
2023-11-15,2335.500000,2362.350098,2326.800049,2356.899902,2356.899902,104539
2023-11-16,2349.949951,2373.699951,2346.800049,2363.350098,2363.350098,435606
2023-11-17,2357.350098,2373.000000,2353.000000,2355.850098,2355.850098,573100
2023-11-20,2349.000000,2358.000000,2336.850098,2349.300049,2349.300049,163824
2023-11-21,2362.050049,2387.649902,2359.399902,2378.500000,2378.500000,76008
2023-11-22,2372.699951,2394.750000,2372.399902,2387.750000,2387.750000,63242
2023-11-23,2387.750000,2401.250000,2387.750000,2395.149902,2395.149902,227525
2023-11-24,2390.199951,2402.399902,2390.199951,2394.300049,2394.300049,584860
2023-11-28,2393.000000,2398.800049,2375.000000,2394.550049,2394.550049,353122
2023-11-29,2405.149902,2411.750000,2398.250000,2400.500000,2400.500000,323782
2023-11-30,2398.000000,2400.500000,2371.250000,2376.399902,2376.399902,4376134
2023-12-01,2381.000000,2396.899902,2380.000000,2393.449951,2393.449951,2830557
2023-12-04,2440.050049,2445.000000,2395.000000,2421.000000,2421.000000,6478365
2023-12-05,2433.000000,2440.500000,2421.350098,2437.550049,2437.550049,390820
2023-12-06,2443.250000,2473.600098,2440.300049,2460.699951,2460.699951,130350
2023-12-07,2460.699951,2461.050049,2442.000000,2457.600098,2457.600098,2891485
2023-12-08,2461.199951,2475.699951,2444.500000,2456.199951,2456.199951,1107109
2023-12-11,2452.149902,2467.399902,2452.149902,2459.050049,2459.050049,169515
2023-12-12,2458.000000,2464.899902,2420.250000,2423.949951,2423.949951,98105
2023-12-13,2427.750000,2438.000000,2406.300049,2433.399902,2433.399902,137296
2023-12-14,2453.000000,2475.000000,2442.699951,2464.500000,2464.500000,3647716
2023-12-15,2472.149902,2499.949951,2469.050049,2495.199951,2495.199951,681578
2023-12-18,2494.199951,2534.399902,2491.050049,2519.949951,2519.949951,196178
2023-12-19,2537.699951,2573.000000,2525.850098,2558.449951,2558.449951,234379
2023-12-20,2560.300049,2597.850098,2520.000000,2527.350098,2527.350098,649409
2023-12-21,2510.449951,2572.500000,2510.449951,2562.199951,2562.199951,364795
2023-12-22,2562.199951,2580.550049,2548.000000,2564.699951,2564.699951,524558
2023-12-26,2570.000000,2592.899902,2563.000000,2577.500000,2577.500000,90284
2023-12-27,2578.500000,2599.350098,2572.250000,2586.350098,2586.350098,103806
2023-12-28,2587.000000,2611.350098,2587.000000,2605.800049,2605.800049,183810
2023-12-29,2608.050049,2614.800049,2579.149902,2584.850098,2584.850098,848448
2024-01-01,2581.050049,2606.000000,2573.550049,2589.850098,2589.850098,67641
2024-01-02,2587.649902,2614.899902,2573.500000,2610.899902,2610.899902,86186
2024-01-03,2608.100098,2634.000000,2577.149902,2582.949951,2582.949951,107501
2024-01-04,2589.399902,2609.750000,2580.000000,2597.399902,2597.399902,162584
2024-01-05,2600.149902,2619.449951,2597.949951,2606.750000,2606.750000,465515
2024-01-08,2612.399902,2632.000000,2568.300049,2586.100098,2586.100098,87501
2024-01-09,2597.350098,2607.050049,2576.250000,2580.600098,2580.600098,140422
2024-01-10,2580.600098,2658.949951,2577.300049,2649.949951,2649.949951,458001
2024-01-11,2655.699951,2724.949951,2655.699951,2718.399902,2718.399902,344195
2024-01-12,2718.399902,2746.449951,2691.550049,2740.100098,2740.100098,606506
2024-01-15,2746.899902,2792.649902,2732.000000,2787.500000,2787.500000,121727
2024-01-16,2781.850098,2792.500000,2741.000000,2747.649902,2747.649902,153804
2024-01-17,2729.850098,2772.000000,2711.000000,2722.800049,2722.800049,115862
2024-01-18,null,null,null,null,null,null
2024-01-19,2753.000000,2753.000000,2716.850098,2735.050049,2735.050049,483007
2024-01-23,2732.149902,2742.750000,2645.000000,2656.000000,2656.000000,102297
2024-01-24,2660.000000,2699.000000,2649.000000,2688.699951,2688.699951,273061
2024-01-25,2684.500000,2725.000000,2670.050049,2710.350098,2710.350098,2411115
2024-01-29,2713.199951,2905.000000,2713.199951,2896.149902,2896.149902,823950
2024-01-30,2905.399902,2917.949951,2808.750000,2814.850098,2814.850098,303348
2024-01-31,2811.449951,2869.449951,2804.949951,2853.199951,2853.199951,108704
2024-02-01,2871.199951,2885.250000,2836.699951,2852.699951,2852.699951,88274
2024-02-02,2864.449951,2949.899902,2864.449951,2914.750000,2914.750000,653622
2024-02-05,2921.199951,2940.000000,2864.000000,2877.050049,2877.050049,128072
2024-02-06,2887.399902,2887.399902,2840.800049,2856.800049,2856.800049,115081
2024-02-07,2870.000000,2898.000000,2858.449951,2883.399902,2883.399902,320512
2024-02-08,2895.600098,2919.750000,2856.699951,2902.949951,2902.949951,98849
2024-02-09,2905.000000,2944.149902,2902.600098,2922.300049,2922.300049,812171
2024-02-12,2922.300049,2922.350098,2885.000000,2902.949951,2902.949951,147206
2024-02-13,2910.399902,2957.800049,2909.399902,2928.949951,2928.949951,322902
2024-02-14,2911.399902,2966.600098,2911.399902,2962.600098,2962.600098,122707
2024-02-15,2963.399902,2968.399902,2932.899902,2941.899902,2941.899902,81881
2024-02-16,2945.050049,2953.300049,2917.350098,2921.350098,2921.350098,542931
2024-02-19,2921.350098,2958.800049,2907.550049,2946.149902,2946.149902,163441
2024-02-20,2949.899902,2949.899902,2924.000000,2940.750000,2940.750000,104430
2024-02-21,2943.850098,2977.000000,2916.149902,2938.199951,2938.199951,103405
2024-02-22,2937.949951,2969.100098,2916.000000,2963.350098,2963.350098,212597
2024-02-23,2971.399902,2996.149902,2965.250000,2986.350098,2986.350098,653001
2024-02-26,2989.750000,2989.750000,2964.550049,2974.350098,2974.350098,40874
2024-02-27,2968.800049,2999.850098,2956.000000,2970.399902,2970.399902,83211
2024-02-28,2964.899902,2982.000000,2900.550049,2909.000000,2909.000000,64333
2024-02-29,2931.050049,2958.000000,2909.550049,2924.750000,2924.750000,192376
2024-03-01,2916.699951,2999.000000,2916.699951,2986.000000,2986.000000,544407
2024-03-04,2981.000000,3024.800049,2975.050049,3011.600098,3011.600098,139795
2024-03-05,3011.699951,3011.699951,2973.000000,2998.300049,2998.300049,70928
2024-03-06,2989.449951,3019.000000,2957.000000,3005.949951,3005.949951,110021
2024-03-07,3002.149902,3005.899902,2951.250000,2958.100098,2958.100098,387052
2024-03-11,2984.699951,2984.699951,2927.350098,2931.199951,2931.199951,111587
2024-03-12,2932.000000,2976.300049,2932.000000,2950.199951,2950.199951,83500
2024-03-13,2955.449951,2965.949951,2855.850098,2864.699951,2864.699951,97957
2024-03-14,2865.000000,2897.350098,2851.000000,2865.250000,2865.250000,162637
2024-03-15,2854.949951,2866.449951,2826.899902,2837.250000,2837.250000,396001
2024-03-18,2837.199951,2883.000000,2833.649902,2878.350098,2878.350098,146410
2024-03-19,2865.600098,2873.600098,2835.000000,2850.750000,2850.750000,128206
2024-03-20,2851.050049,2890.199951,2848.050049,2886.800049,2886.800049,152906
2024-03-21,2891.399902,2915.000000,2889.649902,2901.300049,2901.300049,77091
2024-03-22,2897.050049,2920.000000,2895.350098,2909.899902,2909.899902,562484
2024-03-26,2888.600098,2905.250000,2877.000000,2884.149902,2884.149902,943865
2024-03-27,2899.649902,2999.899902,2897.899902,2987.850098,2987.850098,471025
2024-03-28,2994.350098,3011.250000,2959.000000,2976.800049,2976.800049,422263
2024-04-01,2985.000000,2988.500000,2965.000000,2969.500000,2969.500000,229355
2024-04-02,2969.500000,2987.899902,2950.000000,2971.300049,2971.300049,118525
2024-04-03,2966.899902,2966.899902,2938.000000,2942.399902,2942.399902,127109
2024-04-04,2958.550049,2958.550049,2900.500000,2926.449951,2926.449951,104590
2024-04-05,2928.000000,2941.500000,2911.899902,2919.949951,2919.949951,431312
2024-04-08,2923.399902,2980.500000,2923.399902,2971.000000,2971.000000,148392
2024-04-09,2975.000000,2978.750000,2925.000000,2927.100098,2927.100098,59883
2024-04-10,2949.949951,2974.000000,2934.550049,2958.600098,2958.600098,164355
2024-04-12,2955.000000,2973.000000,2925.699951,2935.100098,2935.100098,677948
2024-04-15,2908.649902,2964.500000,2893.149902,2932.899902,2932.899902,301990
2024-04-16,2909.949951,2942.000000,2902.100098,2934.449951,2934.449951,157052
2024-04-18,2929.000000,2971.500000,2919.000000,2928.149902,2928.149902,205714
2024-04-19,2918.949951,2947.000000,2886.750000,2941.600098,2941.600098,530975
2024-04-22,2950.000000,2964.300049,2936.600098,2960.600098,2960.600098,175983
2024-04-23,2968.550049,2986.050049,2912.500000,2918.500000,2918.500000,273433
2024-04-24,2922.300049,2936.649902,2898.699951,2900.600098,2900.600098,78386
2024-04-25,2888.000000,2935.000000,2885.199951,2918.399902,2918.399902,192974
2024-04-26,2925.149902,2930.000000,2900.000000,2903.000000,2903.000000,450580
2024-04-29,2902.949951,2935.550049,2900.100098,2930.500000,2930.500000,194646
2024-04-30,2930.899902,2965.000000,2927.000000,2931.149902,2931.149902,237096
2024-05-02,2945.350098,2953.899902,2927.649902,2932.100098,2932.100098,124785
2024-05-03,2938.550049,2949.100098,2832.699951,2868.500000,2868.500000,343554
2024-05-06,2875.000000,2881.449951,2836.250000,2839.000000,2839.000000,143404
2024-05-07,2832.000000,2840.750000,2785.000000,2803.949951,2803.949951,169570
2024-05-08,2795.000000,2866.949951,2795.000000,2836.949951,2836.949951,278869
2024-05-09,2859.000000,2859.000000,2780.000000,2786.800049,2786.800049,106347
2024-05-10,2790.149902,2821.350098,2775.199951,2815.149902,2815.149902,382788
2024-05-13,2798.050049,2813.149902,2768.050049,2805.300049,2805.300049,131567
2024-05-14,2805.000000,2854.050049,2800.000000,2839.800049,2839.800049,137617
2024-05-15,2845.000000,2859.399902,2825.500000,2831.149902,2831.149902,51822
2024-05-16,2835.000000,2854.300049,2796.600098,2850.199951,2850.199951,71121
2024-05-17,2842.350098,2874.850098,2826.000000,2870.699951,2870.699951,415357
2024-05-21,2859.000000,2883.000000,2852.899902,2871.300049,2871.300049,130907
2024-05-22,2872.899902,2936.800049,2872.899902,2920.750000,2920.750000,110842
2024-05-23,2918.300049,2983.550049,2912.000000,2973.199951,2973.199951,197056
2024-05-24,2966.000000,2977.000000,2951.199951,2959.800049,2959.800049,456597
2024-05-27,2960.800049,2967.449951,2924.000000,2932.449951,2932.449951,134571
2024-05-28,2941.949951,2957.000000,2905.399902,2911.250000,2911.250000,116320
2024-05-29,2897.000000,2916.100098,2877.000000,2881.449951,2881.449951,65081
2024-05-30,2884.000000,2884.000000,2841.500000,2850.000000,2850.000000,54132
2024-05-31,2864.649902,2884.199951,2843.250000,2859.600098,2859.600098,797286
2024-06-03,2974.899902,3029.899902,2918.000000,3021.250000,3021.250000,315231
2024-06-04,3007.949951,3007.949951,2719.149902,2793.600098,2793.600098,1035428
2024-06-05,2848.949951,2861.350098,2768.050049,2842.149902,2842.149902,180086
2024-06-06,2869.000000,2886.000000,2843.000000,2863.750000,2863.750000,255378
2024-06-07,2858.000000,2944.500000,2852.949951,2939.449951,2939.449951,952205
2024-06-10,2943.750000,2986.550049,2935.550049,2940.600098,2940.600098,87066
2024-06-11,2949.949951,2949.949951,2910.000000,2913.500000,2913.500000,125968
2024-06-12,2913.500000,2952.000000,2911.000000,2926.050049,2926.050049,172574
2024-06-13,2946.000000,2946.000000,2920.550049,2928.649902,2928.649902,57563
2024-06-14,2936.100098,2958.699951,2913.399902,2954.550049,2954.550049,186345
2024-06-18,2970.199951,2974.000000,2941.199951,2961.399902,2961.399902,108022
2024-06-19,2971.399902,2975.199951,2911.250000,2917.199951,2917.199951,97508
2024-06-20,2929.949951,2964.899902,2900.699951,2946.399902,2946.399902,99122
2024-06-21,2943.399902,2949.050049,2880.500000,2906.800049,2906.800049,897470
2024-06-24,2892.000000,2899.000000,2874.399902,2883.000000,2883.000000,62693
2024-06-25,2895.000000,2912.100098,2883.399902,2908.500000,2908.500000,209726
2024-06-26,2899.949951,3037.000000,2890.149902,3027.399902,3027.399902,722696
2024-06-27,3021.500000,3075.000000,3012.100098,3061.100098,3061.100098,331110
